template_id,somatotype,gender,goal,activity_level,exercise_complexity,exercise_type,protein_pct,carbs_pct,fats_pct,breakfast_foods,lunch_foods,dinner_foods,snack_foods,diet_principles,fitness_strategy,push_exercises,pull_exercises,legs_exercises,bodyweight_exercises,description
ECTO_F_GAIN_SEDE_ADV_BWE_2424,ectomorph,female,weight_gain,sedentary,hard,bodyweight,20,60,20,"Fish, Catfish, Steamed | Adobo, With Rice | Frankfurters Or Hot Dogs With Tomato-Based Sauce | Rice, Fried, | Egg, Whole, Fried With Cooking Spray | Egg Omelet Or Scrambled Egg, As To Fat","Beans, From Dried, As To Type, Fat Added | Chicken, As To Part, Baked, Broiled, Or Roasted, Skin Not Eaten | Rice, Fried, With Pork | Black Beans, From Canned, Fat Added | Beef With Soy-Based Sauce | Beef With Tomato-Based Sauce","Chicken, As To Part, Baked, Broiled, Or Roasted, Skin Not Eaten | Fish, As To Type, Steamed | Beef And Rice With Tomato-Based Sauce | Fish And Rice With Mushroom Sauce | Rice, White, With Lentils, No Added Fat | Black Beans, From Canned, No Added Fat","Coconut Milk | Bean Paste, Sweetened | Bread, White | Cake Made With Glutinous Rice And Dried Beans",Max Glycogen approach: 60% Carbs fuels fast metabolism | 20% Protein adequate for growth when energy needs met by carbs | 20% Fat supports hormone production | Frequent calorie-dense meals | Complex carbohydrates priority,"Heavy focus on progressive overload strength training with minimal cardio to maximize muscle gain. | Focus: Strength training | 4 to 5 sessions weekly | Moderate to heavy weights, 6-10 reps | Longer rest, 1-2 mins per set | Perform Compound Movements | Reduce on cardio | Short cardio session, 15-20 mins, 2 to 3 times weekly | Cardio is still important to increase stamina and improve heart health | Cardio Suggestions: Light jogging (15-20 mins) | Brisk walking | Cycling at moderate pace | Swimming for recovery | Light recreational sports (badminton, table tennis) | Avoid excessive cardio to preserve muscle mass",,,,"HjdqmZa,72BC5Za,rQxwMxO,yJUHKTn,MUic5zN,A9qxk2F,nqs5HGV,PkCN2lv","Naturally thin | Smaller bone structure | Thinner limbs | Short upper body, long legs & arms, narrow feet and hands | No real difference between the size of their hips, waists & shoulders | Very little fat storage | Small amount of muscle mass | Very high metabolism | Hard to gain weight"
ECTO_F_GAIN_LITE_BEG_GYM_88C5,ectomorph,female,weight_gain,light,beginner,gym,20,60,20,"Frankfurters Or Hot Dogs With Tomato-Based Sauce | Bread, Wheat Or Cracked Wheat | Adobo, With Rice | Rice, Fried, With Chicken | Bread, White | Rice, Fried,","Black Beans, From Canned, Fat Added | Beef And Rice With Soy-Based Sauce | Beans And Rice, With Meat | Chicken, As To Part, Baked, Broiled, Or Roasted, Skin Not Eaten | Fish, Tilapia, Steamed | Fish And Rice With Tomato-Based Sauce","Fish And Rice With Mushroom Sauce | Fish, Tilapia, Steamed | Chicken Or Turkey With Dumplings | Adobo, With Rice | Dumpling, No Meat | Fish, As To Type, Steamed","Cake Made With Glutinous Rice | Bean Cake | Fish, Cake Or Patty | Pudding, Tapioca, Ready-To-Eat",Max Glycogen approach: 60% Carbs fuels fast metabolism | 20% Protein adequate for growth when energy needs met by carbs | 20% Fat supports hormone production | Frequent calorie-dense meals | Complex carbohydrates priority,"Heavy focus on progressive overload strength training with minimal cardio to maximize muscle gain. | Focus: Strength training | 4 to 5 sessions weekly | Moderate to heavy weights, 6-10 reps | Longer rest, 1-2 mins per set | Perform Compound Movements | Reduce on cardio | Short cardio session, 15-20 mins, 2 to 3 times weekly | Cardio is still important to increase stamina and improve heart health | Cardio Suggestions: Light jogging (15-20 mins) | Brisk walking | Cycling at moderate pace | Swimming for recovery | Light recreational sports (badminton, table tennis) | Avoid excessive cardio to preserve muscle mass","xLYSdtg,5v7KYld,SpYC0Kp,PAgTVaK,znQUdHY,DsgkuIt,3ZflifB,JhYSVwT","7I6LNUG,7F1DVzn,kiJ4Z2K,ZX9UZmj,6TG6x2w,G08RZcQ,NbVPDMW,ZZKbeMw","10Z2DXU,jFtipLl,my33uHU,17lJ1kr,bOOdeyc",,"Naturally thin | Smaller bone structure | Thinner limbs | Short upper body, long legs & arms, narrow feet and hands | No real difference between the size of their hips, waists & shoulders | Very little fat storage | Small amount of muscle mass | Very high metabolism | Hard to gain weight"
ECTO_F_GAIN_LITE_BEG_BWE_635A,ectomorph,female,weight_gain,light,beginner,bodyweight,20,60,20,"Chicken, As To Part, Baked, Broiled, Or Roasted, Skin Not Eaten | Egg, Whole, Fried With Oil | Rice, Fried, | Egg, Whole, Boiled Or Poached | Egg, Whole, Fried With Cooking Spray | Adobo, With Rice","Beans And Rice, With Meat | Rice, Fried, With Chicken | Chicken Or Turkey And Rice With Soy-Based Sauce | Black Beans, From Canned, Fat Added | Beans, From Dried, As To Type, Fat Added | Fish And Rice With Tomato-Based Sauce","Fish, Catfish, Steamed | Black Beans, From Canned, No Added Fat | Chicken Or Turkey With Dumplings | Fish And Rice With Mushroom Sauce | Fish, Tilapia, Steamed | Rice, Fried, Meatless","Wonton, Dumpling Or Pot Sticker, Steamed | Banana, Baked | Banana Chips | Bean Cake",Max Glycogen approach: 60% Carbs fuels fast metabolism | 20% Protein adequate for growth when energy needs met by carbs | 20% Fat supports hormone production | Frequent calorie-dense meals | Complex carbohydrates priority,"Heavy focus on progressive overload strength training with minimal cardio to maximize muscle gain. | Focus: Strength training | 4 to 5 sessions weekly | Moderate to heavy weights, 6-10 reps | Longer rest, 1-2 mins per set | Perform Compound Movements | Reduce on cardio | Short cardio session, 15-20 mins, 2 to 3 times weekly | Cardio is still important to increase stamina and improve heart health | Cardio Suggestions: Light jogging (15-20 mins) | Brisk walking | Cycling at moderate pace | Swimming for recovery | Light recreational sports (badminton, table tennis) | Avoid excessive cardio to preserve muscle mass",,,,"LEH9jxP,9E25EOx,VPPtusI,TFqbd8t,aWedzZX,bJYHBIN,qaZVsGk,RrLske5","Naturally thin | Smaller bone structure | Thinner limbs | Short upper body, long legs & arms, narrow feet and hands | No real difference between the size of their hips, waists & shoulders | Very little fat storage | Small amount of muscle mass | Very high metabolism | Hard to gain weight"
ECTO_F_GAIN_LITE_INT_GYM_8DB3,ectomorph,female,weight_gain,light,intermediate,gym,20,60,20,"Rice, Fried, With Chicken | Bread, White | Bread, Wheat Or Cracked Wheat | Rice, Fried, | Adobo, With Rice | Egg Omelet Or Scrambled Egg, As To Fat","Beef With Soy-Based Sauce | Chicken Or Turkey And Rice With Soy-Based Sauce | Rice, Fried, With Pork | Fish And Rice With Tomato-Based Sauce | Fish, As To Type, Baked Or Broiled | Beans And Rice, With Meat","Black Beans, From Canned, No Added Fat | Fish, As To Type, Steamed | Chicken Or Turkey With Dumplings | Rice, Fried, Meatless | Rice, White, With Lentils, No Added Fat | Beef And Rice With Tomato-Based Sauce","Cake Made With Glutinous Rice | Bread, Sweet Potato | Bean Cake | Fish, Cake Or Patty",Max Glycogen approach: 60% Carbs fuels fast metabolism | 20% Protein adequate for growth when energy needs met by carbs | 20% Fat supports hormone production | Frequent calorie-dense meals | Complex carbohydrates priority,"Heavy focus on progressive overload strength training with minimal cardio to maximize muscle gain. | Focus: Strength training | 4 to 5 sessions weekly | Moderate to heavy weights, 6-10 reps | Longer rest, 1-2 mins per set | Perform Compound Movements | Reduce on cardio | Short cardio session, 15-20 mins, 2 to 3 times weekly | Cardio is still important to increase stamina and improve heart health | Cardio Suggestions: Light jogging (15-20 mins) | Brisk walking | Cycling at moderate pace | Swimming for recovery | Light recreational sports (badminton, table tennis) | Avoid excessive cardio to preserve muscle mass","EIeI8Vf,ns0SIbU,yz9nUhF,9WTm7dq,Xy4jlWA,kTbSH9h,h8LFzo9,NN8nSNT","lBDjFxJ,eZyBC3j,fUBheHs,C0MA9bC,25GPyDY,ae9UoXQ,HPlPoQA,dG7tG5y","qXTaZnJ,wQ2c4XD,RRWFUcw,qKBpF7I,ipvgBnC",,"Naturally thin | Smaller bone structure | Thinner limbs | Short upper body, long legs & arms, narrow feet and hands | No real difference between the size of their hips, waists & shoulders | Very little fat storage | Small amount of muscle mass | Very high metabolism | Hard to gain weight"
ECTO_F_GAIN_LITE_INT_BWE_1B13,ectomorph,female,weight_gain,light,intermediate,bodyweight,20,60,20,"Rice, Fried, With Chicken | Frankfurters Or Hot Dogs With Tomato-Based Sauce | Bread, Wheat Or Cracked Wheat | Egg Omelet Or Scrambled Egg, As To Fat | Egg, Whole, Fried With Cooking Spray | Fish, Catfish, Steamed","Adobo, With Rice | Chicken, As To Part, Fried, Coated, Skin / Coating Not Eaten | Chicken Or Turkey And Rice With Soy-Based Sauce | Fish, As To Type, Baked Or Broiled | Chicken, As To Part, Baked, Broiled, Or Roasted, Skin Not Eaten | Beef With Soy-Based Sauce","Fish And Rice With Tomato-Based Sauce | Rice, Fried, Meatless | Fish, As To Type, Steamed | Chicken Or Turkey With Dumplings | Beef And Rice With Tomato-Based Sauce | Beans And Rice, With Meat","Coconut Milk | Pudding, Tapioca, Ready-To-Eat | Bean Paste, Sweetened | Banana Chips",Max Glycogen approach: 60% Carbs fuels fast metabolism | 20% Protein adequate for growth when energy needs met by carbs | 20% Fat supports hormone production | Frequent calorie-dense meals | Complex carbohydrates priority,"Heavy focus on progressive overload strength training with minimal cardio to maximize muscle gain. | Focus: Strength training | 4 to 5 sessions weekly | Moderate to heavy weights, 6-10 reps | Longer rest, 1-2 mins per set | Perform Compound Movements | Reduce on cardio | Short cardio session, 15-20 mins, 2 to 3 times weekly | Cardio is still important to increase stamina and improve heart health | Cardio Suggestions: Light jogging (15-20 mins) | Brisk walking | Cycling at moderate pace | Swimming for recovery | Light recreational sports (badminton, table tennis) | Avoid excessive cardio to preserve muscle mass",,,,"I4hDWkc,lBDjFxJ,bZGHsAZ,X6C6i5Y,kMzUs9Y,LIlE5Tn,I3tsCnC,dK9394r","Naturally thin | Smaller bone structure | Thinner limbs | Short upper body, long legs & arms, narrow feet and hands | No real difference between the size of their hips, waists & shoulders | Very little fat storage | Small amount of muscle mass | Very high metabolism | Hard to gain weight"
ECTO_F_GAIN_LITE_ADV_GYM_EDC1,ectomorph,female,weight_gain,light,hard,gym,20,60,20,"Rice, Fried, | Bread, White | Fish, Catfish, Steamed | Frankfurters Or Hot Dogs With Tomato-Based Sauce | Egg, Whole, Fried With Oil | Adobo, With Rice","Beef With Soy-Based Sauce | Fish, Tilapia, Steamed | Chicken Or Turkey And Rice With Soy-Based Sauce | Beef With Tomato-Based Sauce | Beans And Rice, With Meat | Chicken, As To Part, Fried, Coated, Skin / Coating Not Eaten","Dumpling, No Meat | Adobo, With Rice | Chicken Or Turkey With Dumplings | Beans And Rice, With Meat | Fish And Rice With Mushroom Sauce | Rice, Fried, Meatless","Pudding, Rice | Banana, Baked | Bean Paste, Sweetened | Fish, Cake Or Patty",Max Glycogen approach: 60% Carbs fuels fast metabolism | 20% Protein adequate for growth when energy needs met by carbs | 20% Fat supports hormone production | Frequent calorie-dense meals | Complex carbohydrates priority,"Heavy focus on progressive overload strength training with minimal cardio to maximize muscle gain. | Focus: Strength training | 4 to 5 sessions weekly | Moderate to heavy weights, 6-10 reps | Longer rest, 1-2 mins per set | Perform Compound Movements | Reduce on cardio | Short cardio session, 15-20 mins, 2 to 3 times weekly | Cardio is still important to increase stamina and improve heart health | Cardio Suggestions: Light jogging (15-20 mins) | Brisk walking | Cycling at moderate pace | Swimming for recovery | Light recreational sports (badminton, table tennis) | Avoid excessive cardio to preserve muscle mass","3TZduzM,GrO65fd,ezTvXcr,0CXGHya,SGY8Zui,rQxwMxO,K1vlode,ZsiqXYa","HMzLjXx,r0z6xzQ,yJUHKTn,Jsgsc27,IENzBdA,gvsWLQw,xNrS20v,jQGwmxN","gfk9kD4,zG0zs85,XlZ4lAC,t8iSghb,0lQnxMZ",,"Naturally thin | Smaller bone structure | Thinner limbs | Short upper body, long legs & arms, narrow feet and hands | No real difference between the size of their hips, waists & shoulders | Very little fat storage | Small amount of muscle mass | Very high metabolism | Hard to gain weight"
ECTO_F_GAIN_LITE_ADV_BWE_4872,ectomorph,female,weight_gain,light,hard,bodyweight,20,60,20,"Egg Omelet Or Scrambled Egg, As To Fat | Frankfurters Or Hot Dogs With Tomato-Based Sauce | Egg, Whole, Boiled Or Poached | Egg, Whole, Fried With Oil | Bread, White | Rice, Fried,","Fish, Tilapia, Steamed | Beef And Rice With Soy-Based Sauce | Beans And Rice, With Meat | Beans, From Dried, As To Type, Fat Added | Adobo, With Rice | Beef With Tomato-Based Sauce","Dumpling, No Meat | Fish And Rice With Mushroom Sauce | Chicken, As To Part, Baked, Broiled, Or Roasted, Skin Not Eaten | Rice, White, With Lentils, No Added Fat | Chicken Or Turkey And Rice With Soy-Based Sauce | Fish, As To Type, Steamed","Pudding, Rice | Cake Made With Glutinous Rice | Bean Paste, Sweetened | Banana, Raw",Max Glycogen approach: 60% Carbs fuels fast metabolism | 20% Protein adequate for growth when energy needs met by carbs | 20% Fat supports hormone production | Frequent calorie-dense meals | Complex carbohydrates priority,"Heavy focus on progressive overload strength training with minimal cardio to maximize muscle gain. | Focus: Strength training | 4 to 5 sessions weekly | Moderate to heavy weights, 6-10 reps | Longer rest, 1-2 mins per set | Perform Compound Movements | Reduce on cardio | Short cardio session, 15-20 mins, 2 to 3 times weekly | Cardio is still important to increase stamina and improve heart health | Cardio Suggestions: Light jogging (15-20 mins) | Brisk walking | Cycling at moderate pace | Swimming for recovery | Light recreational sports (badminton, table tennis) | Avoid excessive cardio to preserve muscle mass",,,,"HjdqmZa,72BC5Za,rQxwMxO,yJUHKTn,MUic5zN,A9qxk2F,nqs5HGV,PkCN2lv","Naturally thin | Smaller bone structure | Thinner limbs | Short upper body, long legs & arms, narrow feet and hands | No real difference between the size of their hips, waists & shoulders | Very little fat storage | Small amount of muscle mass | Very high metabolism | Hard to gain weight"
ECTO_F_GAIN_MODR_BEG_GYM_3A9C,ectomorph,female,weight_gain,moderate,beginner,gym,20,60,20,"Egg, Whole, Boiled Or Poached | Rice, Fried, With Chicken | Fish, Catfish, Steamed | Fish, Tilapia, Steamed | Adobo, With Rice | Egg, Whole, Fried With Oil","Beef With Soy-Based Sauce | Beef With Tomato-Based Sauce | Chicken, As To Part, Fried, Coated, Skin / Coating Not Eaten | Chicken, As To Part, Baked, Broiled, Or Roasted, Skin Not Eaten | Chicken Or Turkey And Rice With Soy-Based Sauce | Black Beans, From Canned, Fat Added","Fish, Catfish, Steamed | Beef And Rice With Tomato-Based Sauce | Rice, White, With Lentils, No Added Fat | Beef With Tomato-Based Sauce | Fish And Rice With Mushroom Sauce | Beans, From Dried, As To Type, No Added Fat","Banana, Raw | Bread, White | Pudding, Rice | Bean Paste, Sweetened",Max Glycogen approach: 60% Carbs fuels fast metabolism | 20% Protein adequate for growth when energy needs met by carbs | 20% Fat supports hormone production | Frequent calorie-dense meals | Complex carbohydrates priority,"Heavy focus on progressive overload strength training with minimal cardio to maximize muscle gain. | Focus: Strength training | 4 to 5 sessions weekly | Moderate to heavy weights, 6-10 reps | Longer rest, 1-2 mins per set | Perform Compound Movements | Reduce on cardio | Short cardio session, 15-20 mins, 2 to 3 times weekly | Cardio is still important to increase stamina and improve heart health | Cardio Suggestions: Light jogging (15-20 mins) | Brisk walking | Cycling at moderate pace | Swimming for recovery | Light recreational sports (badminton, table tennis) | Avoid excessive cardio to preserve muscle mass","xLYSdtg,5v7KYld,SpYC0Kp,PAgTVaK,znQUdHY,DsgkuIt,3ZflifB,JhYSVwT","7I6LNUG,7F1DVzn,kiJ4Z2K,ZX9UZmj,6TG6x2w,G08RZcQ,NbVPDMW,ZZKbeMw","10Z2DXU,jFtipLl,my33uHU,17lJ1kr,bOOdeyc",,"Naturally thin | Smaller bone structure | Thinner limbs | Short upper body, long legs & arms, narrow feet and hands | No real difference between the size of their hips, waists & shoulders | Very little fat storage | Small amount of muscle mass | Very high metabolism | Hard to gain weight"
ECTO_F_GAIN_MODR_BEG_BWE_CC26,ectomorph,female,weight_gain,moderate,beginner,bodyweight,20,60,20,"Bread, White | Egg, Whole, Boiled Or Poached | Chicken, As To Part, Baked, Broiled, Or Roasted, Skin Not Eaten | Egg, Whole, Fried With Cooking Spray | Fish, Catfish, Steamed | Frankfurters Or Hot Dogs With Tomato-Based Sauce","Beans, From Dried, As To Type, Fat Added | Fish, As To Type, Baked Or Broiled | Beef And Rice With Soy-Based Sauce | Adobo, With Rice | Chicken, As To Part, Fried, Coated, Skin / Coating Not Eaten | Chicken Or Turkey And Rice With Soy-Based Sauce","Fish And Rice With Tomato-Based Sauce | Black Beans, From Canned, No Added Fat | Fish, Catfish, Steamed | Fish And Rice With Mushroom Sauce | Rice, Fried, Meatless | Beef With Tomato-Based Sauce","Pudding, Rice | Bread, Sweet Potato | Banana, Raw | Banana, Baked",Max Glycogen approach: 60% Carbs fuels fast metabolism | 20% Protein adequate for growth when energy needs met by carbs | 20% Fat supports hormone production | Frequent calorie-dense meals | Complex carbohydrates priority,"Heavy focus on progressive overload strength training with minimal cardio to maximize muscle gain. | Focus: Strength training | 4 to 5 sessions weekly | Moderate to heavy weights, 6-10 reps | Longer rest, 1-2 mins per set | Perform Compound Movements | Reduce on cardio | Short cardio session, 15-20 mins, 2 to 3 times weekly | Cardio is still important to increase stamina and improve heart health | Cardio Suggestions: Light jogging (15-20 mins) | Brisk walking | Cycling at moderate pace | Swimming for recovery | Light recreational sports (badminton, table tennis) | Avoid excessive cardio to preserve muscle mass",,,,"LEH9jxP,9E25EOx,VPPtusI,TFqbd8t,aWedzZX,bJYHBIN,qaZVsGk,RrLske5","Naturally thin | Smaller bone structure | Thinner limbs | Short upper body, long legs & arms, narrow feet and hands | No real difference between the size of their hips, waists & shoulders | Very little fat storage | Small amount of muscle mass | Very high metabolism | Hard to gain weight"
ECTO_F_GAIN_MODR_INT_GYM_1EC8,ectomorph,female,weight_gain,moderate,intermediate,gym,20,60,20,"Fish, Tilapia, Steamed | Bread, Wheat Or Cracked Wheat | Rice, Fried, With Chicken | Adobo, With Rice | Rice, Fried, | Egg, Whole, Fried With Oil","Chicken, As To Part, Fried, Coated, Skin / Coating Not Eaten | Beef And Rice With Soy-Based Sauce | Beans, From Dried, As To Type, Fat Added | Fish, As To Type, Baked Or Broiled | Fish And Rice With Tomato-Based Sauce | Beef With Tomato-Based Sauce","Chicken Or Turkey With Dumplings | Rice, Fried, Meatless | Beef And Rice With Tomato-Based Sauce | Chicken Or Turkey And Rice With Soy-Based Sauce | Fish And Rice With Mushroom Sauce | Chicken, As To Part, Baked, Broiled, Or Roasted, Skin Not Eaten","Wonton, Dumpling Or Pot Sticker, Steamed | Banana Chips | Fish, Cake Or Patty | Cake Made With Glutinous Rice",Max Glycogen approach: 60% Carbs fuels fast metabolism | 20% Protein adequate for growth when energy needs met by carbs | 20% Fat supports hormone production | Frequent calorie-dense meals | Complex carbohydrates priority,"Heavy focus on progressive overload strength training with minimal cardio to maximize muscle gain. | Focus: Strength training | 4 to 5 sessions weekly | Moderate to heavy weights, 6-10 reps | Longer rest, 1-2 mins per set | Perform Compound Movements | Reduce on cardio | Short cardio session, 15-20 mins, 2 to 3 times weekly | Cardio is still important to increase stamina and improve heart health | Cardio Suggestions: Light jogging (15-20 mins) | Brisk walking | Cycling at moderate pace | Swimming for recovery | Light recreational sports (badminton, table tennis) | Avoid excessive cardio to preserve muscle mass","EIeI8Vf,ns0SIbU,yz9nUhF,9WTm7dq,Xy4jlWA,kTbSH9h,h8LFzo9,NN8nSNT","lBDjFxJ,eZyBC3j,fUBheHs,C0MA9bC,25GPyDY,ae9UoXQ,HPlPoQA,dG7tG5y","qXTaZnJ,wQ2c4XD,RRWFUcw,qKBpF7I,ipvgBnC",,"Naturally thin | Smaller bone structure | Thinner limbs | Short upper body, long legs & arms, narrow feet and hands | No real difference between the size of their hips, waists & shoulders | Very little fat storage | Small amount of muscle mass | Very high metabolism | Hard to gain weight"
ECTO_F_GAIN_MODR_INT_BWE_D705,ectomorph,female,weight_gain,moderate,intermediate,bodyweight,20,60,20,"Rice, Fried, With Chicken | Bread, Wheat Or Cracked Wheat | Egg Omelet Or Scrambled Egg, As To Fat | Rice, Fried, | Egg, Whole, Boiled Or Poached | Frankfurters Or Hot Dogs With Tomato-Based Sauce","Beans And Rice, With Meat | Rice, Fried, With Pork | Beef And Rice With Soy-Based Sauce | Chicken Or Turkey And Rice With Soy-Based Sauce | Fish And Rice With Tomato-Based Sauce | Black Beans, From Canned, Fat Added","Beef With Tomato-Based Sauce | Black Beans, From Canned, No Added Fat | Fish, Catfish, Steamed | Beef And Rice With Tomato-Based Sauce | Chicken, As To Part, Baked, Broiled, Or Roasted, Skin Not Eaten | Fish And Rice With Mushroom Sauce","Pudding, Tapioca, Ready-To-Eat | Bread, Sweet Potato | Pudding, Rice | Banana, Raw",Max Glycogen approach: 60% Carbs fuels fast metabolism | 20% Protein adequate for growth when energy needs met by carbs | 20% Fat supports hormone production | Frequent calorie-dense meals | Complex carbohydrates priority,"Heavy focus on progressive overload strength training with minimal cardio to maximize muscle gain. | Focus: Strength training | 4 to 5 sessions weekly | Moderate to heavy weights, 6-10 reps | Longer rest, 1-2 mins per set | Perform Compound Movements | Reduce on cardio | Short cardio session, 15-20 mins, 2 to 3 times weekly | Cardio is still important to increase stamina and improve heart health | Cardio Suggestions: Light jogging (15-20 mins) | Brisk walking | Cycling at moderate pace | Swimming for recovery | Light recreational sports (badminton, table tennis) | Avoid excessive cardio to preserve muscle mass",,,,"I4hDWkc,lBDjFxJ,bZGHsAZ,X6C6i5Y,kMzUs9Y,LIlE5Tn,I3tsCnC,dK9394r","Naturally thin | Smaller bone structure | Thinner limbs | Short upper body, long legs & arms, narrow feet and hands | No real difference between the size of their hips, waists & shoulders | Very little fat storage | Small amount of muscle mass | Very high metabolism | Hard to gain weight"
ECTO_F_GAIN_MODR_ADV_GYM_5D6D,ectomorph,female,weight_gain,moderate,hard,gym,20,60,20,"Chicken, As To Part, Baked, Broiled, Or Roasted, Skin Not Eaten | Fish, Catfish, Steamed | Egg, Whole, Fried With Cooking Spray | Egg, Whole, Fried With Oil | Egg Omelet Or Scrambled Egg, As To Fat | Bread, Wheat Or Cracked Wheat","Fish, Tilapia, Steamed | Beans, From Dried, As To Type, Fat Added | Beef With Tomato-Based Sauce | Chicken, As To Part, Fried, Coated, Skin / Coating Not Eaten | Fish, As To Type, Baked Or Broiled | Beef With Soy-Based Sauce","Beans And Rice, With Meat | Chicken Or Turkey With Dumplings | Adobo, With Rice | Black Beans, From Canned, No Added Fat | Fish, As To Type, Steamed | Rice, Fried, Meatless","Cake Made With Glutinous Rice | Dumpling, No Meat | Bean Paste, Sweetened | Banana, Baked",Max Glycogen approach: 60% Carbs fuels fast metabolism | 20% Protein adequate for growth when energy needs met by carbs | 20% Fat supports hormone production | Frequent calorie-dense meals | Complex carbohydrates priority,"Heavy focus on progressive overload strength training with minimal cardio to maximize muscle gain. | Focus: Strength training | 4 to 5 sessions weekly | Moderate to heavy weights, 6-10 reps | Longer rest, 1-2 mins per set | Perform Compound Movements | Reduce on cardio | Short cardio session, 15-20 mins, 2 to 3 times weekly | Cardio is still important to increase stamina and improve heart health | Cardio Suggestions: Light jogging (15-20 mins) | Brisk walking | Cycling at moderate pace | Swimming for recovery | Light recreational sports (badminton, table tennis) | Avoid excessive cardio to preserve muscle mass","3TZduzM,GrO65fd,ezTvXcr,0CXGHya,SGY8Zui,rQxwMxO,K1vlode,ZsiqXYa","HMzLjXx,r0z6xzQ,yJUHKTn,Jsgsc27,IENzBdA,gvsWLQw,xNrS20v,jQGwmxN","gfk9kD4,zG0zs85,XlZ4lAC,t8iSghb,0lQnxMZ",,"Naturally thin | Smaller bone structure | Thinner limbs | Short upper body, long legs & arms, narrow feet and hands | No real difference between the size of their hips, waists & shoulders | Very little fat storage | Small amount of muscle mass | Very high metabolism | Hard to gain weight"
ECTO_F_GAIN_MODR_ADV_BWE_DA6E,ectomorph,female,weight_gain,moderate,hard,bodyweight,20,60,20,"Fish, Catfish, Steamed | Egg, Whole, Fried With Oil | Bread, White | Egg Omelet Or Scrambled Egg, As To Fat | Frankfurters Or Hot Dogs With Tomato-Based Sauce | Fish, Tilapia, Steamed","Fish And Rice With Tomato-Based Sauce | Rice, Fried, With Chicken | Adobo, With Rice | Beef With Soy-Based Sauce | Black Beans, From Canned, Fat Added | Beans And Rice, With Meat","Rice, Fried, Meatless | Fish And Rice With Mushroom Sauce | Chicken Or Turkey And Rice With Soy-Based Sauce | Rice, White, With Lentils, No Added Fat | Chicken Or Turkey With Dumplings | Beef And Rice With Tomato-Based Sauce","Cake Made With Glutinous Rice And Dried Beans | Dumpling, No Meat | Banana, Baked | Bread, Sweet Potato",Max Glycogen approach: 60% Carbs fuels fast metabolism | 20% Protein adequate for growth when energy needs met by carbs | 20% Fat supports hormone production | Frequent calorie-dense meals | Complex carbohydrates priority,"Heavy focus on progressive overload strength training with minimal cardio to maximize muscle gain. | Focus: Strength training | 4 to 5 sessions weekly | Moderate to heavy weights, 6-10 reps | Longer rest, 1-2 mins per set | Perform Compound Movements | Reduce on cardio | Short cardio session, 15-20 mins, 2 to 3 times weekly | Cardio is still important to increase stamina and improve heart health | Cardio Suggestions: Light jogging (15-20 mins) | Brisk walking | Cycling at moderate pace | Swimming for recovery | Light recreational sports (badminton, table tennis) | Avoid excessive cardio to preserve muscle mass",,,,"HjdqmZa,72BC5Za,rQxwMxO,yJUHKTn,MUic5zN,A9qxk2F,nqs5HGV,PkCN2lv","Naturally thin | Smaller bone structure | Thinner limbs | Short upper body, long legs & arms, narrow feet and hands | No real difference between the size of their hips, waists & shoulders | Very little fat storage | Small amount of muscle mass | Very high metabolism | Hard to gain weight"
ECTO_F_GAIN_HEVY_BEG_GYM_D63B,ectomorph,female,weight_gain,heavy,beginner,gym,20,60,20,"Rice, Fried, | Bread, White | Bread, Wheat Or Cracked Wheat | Egg, Whole, Boiled Or Poached | Fish, Tilapia, Steamed | Egg, Whole, Fried With Cooking Spray","Black Beans, From Canned, Fat Added | Beans, From Dried, As To Type, Fat Added | Beef And Rice With Soy-Based Sauce | Adobo, With Rice | Fish And Rice With Tomato-Based Sauce | Fish, As To Type, Baked Or Broiled","Beef And Rice With Tomato-Based Sauce | Rice, Fried, Meatless | Dumpling, No Meat | Beef With Tomato-Based Sauce | Black Beans, From Canned, No Added Fat | Fish, As To Type, Steamed","Pudding, Tapioca, Ready-To-Eat | Banana, Raw | Bean Cake | Banana, Baked",Max Glycogen approach: 60% Carbs fuels fast metabolism | 20% Protein adequate for growth when energy needs met by carbs | 20% Fat supports hormone production | Frequent calorie-dense meals | Complex carbohydrates priority,"Heavy focus on progressive overload strength training with minimal cardio to maximize muscle gain. | Focus: Strength training | 4 to 5 sessions weekly | Moderate to heavy weights, 6-10 reps | Longer rest, 1-2 mins per set | Perform Compound Movements | Reduce on cardio | Short cardio session, 15-20 mins, 2 to 3 times weekly | Cardio is still important to increase stamina and improve heart health | Cardio Suggestions: Light jogging (15-20 mins) | Brisk walking | Cycling at moderate pace | Swimming for recovery | Light recreational sports (badminton, table tennis) | Avoid excessive cardio to preserve muscle mass","xLYSdtg,5v7KYld,SpYC0Kp,PAgTVaK,znQUdHY,DsgkuIt,3ZflifB,JhYSVwT","7I6LNUG,7F1DVzn,kiJ4Z2K,ZX9UZmj,6TG6x2w,G08RZcQ,NbVPDMW,ZZKbeMw","10Z2DXU,jFtipLl,my33uHU,17lJ1kr,bOOdeyc",,"Naturally thin | Smaller bone structure | Thinner limbs | Short upper body, long legs & arms, narrow feet and hands | No real difference between the size of their hips, waists & shoulders | Very little fat storage | Small amount of muscle mass | Very high metabolism | Hard to gain weight"
